nateam,birth_date,birth_country_isoCode,birth_country,player_name,player_id,normal_position
spain,1993-11-19,es,spain,suso,4315,m
portugal,1993-01-18,pt,portugal,joão teixeira,4317,m
uruguay,1993-03-24,uy,uruguay,guillermo varela,4809,d
netherlands,1994-02-13,nl,netherlands,memphis depay,7120,f
england,1997-02-02,gb-eng,england,cameron borthwick-jackson,13560,d
switzerland,1986-09-02,cv,cape verde,gelson fernandes,3436,m
sweden,1981-10-03,se,sweden,andreas isaksson,3142,g
italy,1983-02-15,it,italy,rolando bianchi,3439,f
ukraine,1979-07-21,ua,ukraine,andrey voronin,3421,f
mali,1987-09-03,ml,mali,modibo maiga,4690,f
romania,1981-05-26,ro,romania,razvan rat,4853,d
croatia,1981-01-01,hr,croatia,mladen petric,4521,f
england,1970-03-29,gb-eng,england,alan miller,2,g
portugal,1988-08-04,pt,portugal,daniel carriço,4579,d
barbados,1989-11-11,gb-eng,england,nick blackman,3578,f
morocco,1988-08-15,ma,morocco,oussama assaidi,4526,m
cote d’ivoire,1994-06-22,fr,france,sébastien haller,49761,f
brazil,1993-04-15,br,brazil,felipe anderson,6784,m
england,2000-06-08,gb-eng,england,joseph anang,48689,g
england,1959-03-14,gb-eng,england,clive baker,199,g
england,1960-12-04,gb-eng,england,steve whitton,214,m
england,1963-08-23,gb-eng,england,simon milton,211,m
england,1964-01-25,gb-eng,england,ian butterworth,379,d
finland,1990-03-29,fi,finland,teemu pukki,5169,f
bosnia & herzegovina,1989-05-23,hr,croatia,mario vrancic,22040,m
england,2000-01-04,gb-eng,england,max aarons,19970,d
argentina,1996-12-25,ar,argentina,emiliano buendía,26408,m
cuba,1993-02-01,cu,cuba,onel hernández,33066,m
switzerland,1988-05-09,de,germany,timm klose,12891,d
germany,1991-02-09,de,germany,marco stiepermann,23199,m
england,1998-01-15,gb-eng,england,ben godfrey,10968,d
northern ireland,1984-07-12,gb-nir,northern ireland,michael mcgovern,19675,g
england,2001-09-09,gb-eng,england,josh martin,26977,m
slovakia,1994-12-05,sk,slovakia,ondrej duda,6820,m
germany,1991-01-08,de,germany,lukas rupp,25203,m
ireland,2001-02-11,ie,ireland,adam idah,24641,f
switzerland,1992-08-08,ch,switzerland,josip drmic,11111,f
germany,1993-03-09,de,germany,tom trybull,24412,m
scotland,1992-01-08,gb-sct,scotland,kenny mclean,33061,m
england,1998-02-27,gb-eng,england,todd cantwell,14944,m
sweden,1978-06-24,se,sweden,mikael nilsson,2794,m
antigua & barbuda,1986-05-20,ag,antigua & barbuda,dexter blackstock,2564,f
france,1979-10-29,fr,france,fabrice fernandes,2131,m
england,1975-01-12,gb-eng,england,richard rufus,1517,d
portugal,1971-10-14,pt,portugal,jorge costa,2050,d
england,1972-01-28,gb-eng,england,nicky southall,2038,m
algeria,1992-05-09,fr,france,rachid ghezzal,6889,m
denmark,1992-08-03,dk,denmark,jannik vestergaard,20109,d
england,1999-02-08,gb-eng,england,callum slattery,15002,m
norway,1994-08-04,ma,morocco,mohamed elyounoussi,15967,m
england,2000-10-10,gb-eng,england,kayne ramsay,24001,d
england,1995-09-15,gb-eng,england,sam gallagher,9650,f
england,1966-05-04,gb-eng,england,gary elkins,596,m
england,1971-03-05,gb-eng,england,greg berry,606,f
scotland,1966-01-10,gb-sct,scotland,tommy wright,369,f
england,1962-01-22,gb-eng,england,steve pears,345,g
england,1964-10-30,gb-eng,england,paul wilkinson,368,f
england,1961-10-01,gb-eng,england,andy peake,353,d
ireland,1960-11-13,ie,ireland,bernie slaven,636,f
mali,1979-12-18,ml,mali,mamady sidibe,3708,f
scotland,1978-08-01,gb-sct,scotland,chris iwelumo,4008,f
ecuador,1982-05-15,ec,ecuador,segundo castillo,3603,m
israel,1984-03-04,il,israel,tamir cohen,3353,m
south korea,1988-07-02,kr,south korea,lee chung-yong,3830,m
portugal,1977-08-27,pt,portugal,deco,3592,m
italy,1991-03-29,it,italy,fabio borini,3863,f
brazil,1976-06-20,br,brazil,juliano belletti,3361,d
spain,1989-06-07,es,spain,roque mesa,22575,m
england,1960-12-31,gb-eng,england,steve bruce,319,d
scotland,1963-12-08,gb-sct,scotland,brian mcclair,337,f
england,1964-04-04,gb-eng,england,paul parker,317,d
england,1971-11-15,gb-eng,england,bryan small,42,d
france,1989-10-11,fr,france,maxime le marchand,20503,d
ghana,1988-05-27,be,belgium,denis odoi,12536,d
cote d’ivoire,1991-07-19,ci,cote d’ivoire,jean michaël seri,7013,m
spain,1993-09-01,es,spain,sergio rico,7213,g
ireland,1992-09-30,gb-eng,england,cyrus christie,8438,d
england,2000-05-18,gb-eng,england,ryan sessegnon,14656,m
guinea,1994-02-28,be,belgium,ibrahima cissé,7431,m
england,1992-05-24,gb-eng,england,marcus bettinelli,4511,g
argentina,1993-12-05,ar,argentina,luciano vietto,12949,f
togo,1988-12-15,fr,france,floyd ayité,19606,f
england,1998-11-09,gb-eng,england,kazaiah sterling,15137,f
england,1960-06-12,gb-eng,england,ray ranson,283,d
england,1964-09-09,gb-eng,england,richard holden,296,m
england,1968-01-31,gb-eng,england,paul miller,595,m
england,1973-09-10,gb-eng,england,peter fear,592,d
ireland,1968-05-17,ie,ireland,paul mcgee,602,f
england,1992-04-19,gb-eng,england,nick pope,10079,g
england,1999-11-26,gb-eng,england,anthony driscoll-glennon,23810,d
england,2002-02-09,gb-eng,england,max thompson,51505,f
england,1999-09-13,gb-eng,england,mace goodridge,14795,m
england,1999-12-05,gb-eng,england,josh benson,14441,m
pakistan,1983-10-14,pk,pakistan,zesh rehman,2468,m
italy,1985-05-05,it,italy,emanuele giaccherini,4830,m
czech republic,1989-06-18,cz,czech republic,ondrej celustka,4825,d
greece,1994-02-21,gr,greece,charalampos mavrias,4831,m
mauritania,1993-03-05,mr,mauritania,el-hadji ba,4829,m
france,1987-06-09,fr,france,valentin roberge,4827,d
spain,1987-08-01,es,spain,iago aspas,4800,f
portugal,1993-02-26,gb-eng,england,tiago ilori,4798,d
ireland,1988-05-02,ie,ireland,stephen henderson,3058,g
england,1957-01-11,gb-eng,england,bryan robson,322,m
northern ireland,1957-09-13,gb-nir,northern ireland,mal donaghy,100,d
england,1969-09-08,gb-eng,england,steve livingstone,118,f
germany,1982-04-05,de,germany,thomas hitzlsperger,1840,m
sweden,1973-07-05,se,sweden,marcus allbäck,2175,f
netherlands,1976-07-01,nl,netherlands,ruud van nistelrooy,2117,f
czech republic,1974-02-18,cz,czech republic,radek cerny,2799,g
ghana,1987-03-06,de,germany,kevin-prince boateng,3514,m
england,1981-01-20,ca,canada,owen hargreaves,3445,m
england,1967-08-24,gb-eng,england,michael thomas,263,m
portugal,1990-01-07,pt,portugal,ivo pinto,6292,d
spain,1986-06-29,es,spain,josé manuel jurado,13824,m
spain,1987-02-24,es,spain,mario suárez,4925,m
nigeria,1989-06-16,ng,nigeria,odion ighalo,10957,f
scotland,1988-01-03,gb-sct,scotland,ikechi anya,9950,m
switzerland,1986-10-21,xk,kosovo,almen abdi,9943,m
netherlands,1991-12-19,nl,netherlands,steven berghuis,6215,f
ecuador,1987-07-08,ec,ecuador,juan carlos paredes,10953,d
netherlands,1990-08-12,nl,netherlands,marvin zeegelaar,10123,d
peru,1991-06-14,pe,peru,andré carrillo,11366,m
mali,1991-02-21,fr,france,molla wagué,21730,d
england,1996-09-20,gb-eng,england,jerome sinclair,4529,f
austria,1994-07-09,at,austria,daniel bachmann,9762,g
england,1966-06-10,gb-eng,england,david platt,989,m
france,1975-06-02,fr,france,sebastien schemmel,1980,d
slovakia,1974-06-08,sk,slovakia,vladimir labant,2149,d
nigeria,1988-06-28,de,germany,leon balogun,20183,d
england,1990-08-18,gb-eng,england,jason steele,3457,g
netherlands,1963-03-24,nl,netherlands,raimond van der gouw,1209,g
switzerland,1978-04-08,ch,switzerland,bernt haas,2135,d
france,1971-09-04,fr,france,lilian laslandes,2139,f
ireland,1981-04-25,ie,ireland,thomas butler,1759,m
south korea,1979-01-08,kr,south korea,seol ki-hyeon,2588,m
united states,1984-03-31,us,united states,eddie johnson,3399,f
croatia,1980-01-29,de,germany,ivan klasnic,3829,f
belgium,1988-04-15,be,belgium,steven defour,5345,m
bermuda,1990-06-01,bm,bermuda,nahki wells,8889,f
scotland,1983-04-14,gb-sct,scotland,james mcfadden,2460,m
jamaica,1988-08-05,gb-eng,england,giles barnes,3381,f
netherlands,1991-11-13,nl,netherlands,jeffrey bruma,3859,d
england,1991-09-02,gb-eng,england,jason lowe,4055,m
scotland,1991-11-20,gb-sct,scotland,grant hanley,3819,d
england,1978-09-03,gb-eng,england,john curtis,1427,d
england,1977-01-03,gb-eng,england,alan rogers,1600,d
england,1982-03-03,gb-eng,england,jordan stewart,1708,m
france,1971-09-29,fr,france,lilian nalis,2491,m
scotland,1974-08-11,gb-sct,scotland,neil mccann,2561,m
england,2003-02-13,gb-eng,england,john-kymani gordon,64037,f
argentina,1996-04-09,ar,argentina,giovani lo celso,19851,m
norway,1979-11-10,no,norway,ragnvald soma,1981,d
england,1961-10-14,gb-eng,england,brian laws,644,d
england,1963-07-30,gb-eng,england,neil webb,409,m
england,1966-03-19,gb-eng,england,nigel clough,411,m
england,1960-07-22,gb-eng,england,gary bannister,645,m
england,1970-04-24,gb-eng,england,lee glover,643,f
england,1958-09-22,gb-eng,england,terry hurlock,534,m
england,1972-03-14,gb-eng,england,richard hall,521,d
england,1959-08-25,gb-eng,england,glenn cockerill,537,m
england,1965-04-19,gb-eng,england,perry groves,529,m
japan,1992-12-14,jp,japan,ryo miyaichi,4036,m
england,1991-02-17,gb-eng,england,marvin sordell,4281,f
wales,1968-06-26,gb-wls,wales,iwan roberts,906,f
ireland,1968-05-31,ie,ireland,brian carey,311,d
england,1963-07-21,gb-eng,england,kevin poole,891,g
northern ireland,1963-11-12,gb-nir,northern ireland,colin hill,898,d
england,1968-07-12,gb-eng,england,jimmy willis,893,d
jamaica,1970-03-08,jm,jamaica,jamie lawrence,905,m
england,1965-08-30,gb-eng,england,david lowe,907,f
england,1960-12-02,gb-eng,england,nigel spackman,95,d
england,1967-11-18,gb-eng,england,gavin peacock,671,m
england,1966-01-28,za,south africa,mark stein,674,f
england,1957-10-27,gb-eng,england,glenn hoddle,672,m
netherlands,1984-11-20,nl,netherlands,sherjill macdonald,2391,f
england,1976-09-06,gb-eng,england,ian ashbee,3629,m
gabon,1977-02-07,ga,gabon,daniel cousin,3635,f
ireland,1982-10-26,gb-eng,england,caleb folan,2101,f
belgium,1988-11-28,be,belgium,ritchie de laet,3666,d
croatia,1991-06-19,yu,yugoslavia,andrej kramaric,6671,f
england,1983-03-07,gb-eng,england,dean hammond,4614,m
netherlands,1987-11-24,nl,netherlands,jeremain lens,6387,f
wales,1992-01-13,gb-wls,wales,adam matthews,5137,d
scotland,1989-05-08,gb-eng,england,liam bridcutt,3364,m
italy,1984-07-07,it,italy,alberto aquilani,3904,m
greece,1979-07-23,gr,greece,sotirios kyrgiakos,3900,d
spain,1990-11-07,es,spain,daniel ayala,3901,d
switzerland,1983-02-15,ch,switzerland,philipp degen,3643,d
spain,1991-01-05,es,spain,dani pacheco,3422,f
russia,1983-08-20,ru,russia,yuri zhirkov,3860,m
england,1977-11-08,gb-eng,england,richard walker,997,f
israel,1974-01-30,il,israel,najwan ghrayib,1660,d
england,1972-11-18,gb-eng,england,chris allen,1087,m
netherlands,1969-11-29,nl,netherlands,pierre van hooijdonk,1235,f
scotland,1972-09-06,gb-sct,scotland,brian o'neil,1233,m
england,1976-08-26,gb-eng,england,ian thomas-moore,1234,f
france,1970-12-13,fr,france,pierre laurent,1191,m
united states,1987-04-25,us,united states,johann smith,3089,f
scotland,1982-04-23,gb-sct,scotland,andy webster,3284,d
wales,1987-12-04,gb-wls,wales,david cotterill,3292,f
england,1977-10-03,gb-eng,england,darren holloway,1255,d
portugal,1972-11-30,pt,portugal,abel xavier,1701,d
england,1976-09-18,gb-eng,england,stephen hughes,842,m
united states,1979-12-04,us,united states,jay demerit,3252,d
england,1979-11-17,gb-eng,england,matthew spring,2263,m
scotland,1972-02-19,gb-sct,scotland,malky mackay,2828,d
england,1964-06-20,gb-eng,england,alec chamberlain,616,g
romania,1969-01-06,ro,romania,ilie dumitrescu,962,m
northern ireland,1973-12-29,gb-nir,northern ireland,gerry mcmahon,571,m
france,1981-07-19,fr,france,grégory vignal,1919,d
spain,1985-11-08,es,spain,míchel,3810,m
england,1987-05-13,gb-eng,england,martin paterson,3852,f
argentina,1987-10-20,ar,argentina,denis stracqualursi,4297,f
united states,1982-03-04,us,united states,landon donovan,4020,f
netherlands,1987-04-08,nl,netherlands,royston ricky drenthe,4294,m
ghana,1966-06-06,gh,ghana,anthony yeboah,889,f
wales,1960-03-25,gb-wls,wales,eric young,150,d
trinidad & tobago,1971-03-25,tt,trinidad & tobago,ian cox,864,d
england,1980-11-30,gb-eng,england,jamie ashdown,1999,g
greece,1978-05-02,gr,greece,giannis skopelitis,2786,m
netherlands,1972-07-17,nl,netherlands,jaap stam,1580,d
spain,1997-06-28,es,spain,aleix garcía,12946,m
zimbabwe,1991-12-13,gb-eng,england,tendayi darikwa,8389,d
australia,1998-07-04,au,australia,aiden o'neill,20095,m
algeria,1992-08-06,fr,france,mehdi abeid,4343,m
jamaica,1995-11-16,jm,jamaica,rolando aarons,10483,m
denmark,1977-07-26,dk,denmark,martin laursen,2619,d
belgium,1974-03-22,be,belgium,philippe clement,1642,m
italy,1973-08-19,it,italy,marco materazzi,1556,d
scotland,1970-10-12,gb-sct,scotland,alex cleland,1557,d
cote d’ivoire,1976-12-31,ci,cote d’ivoire,ibrahima bakayoko,1562,f
england,1980-01-03,gb-eng,england,jamie milligan,1400,m
cameroon,1979-03-26,cm,cameroon,pierre wome,2245,d
st. kitts & nevis,1981-10-29,kn,st. kitts & nevis,calum willock,2084,f
england,1973-11-01,gb-eng,england,geoff horsfield,2196,f
england,1980-04-17,gb-eng,england,curtis woodhouse,2192,m
italy,1971-06-28,it,italy,lorenzo amoruso,2430,d
england,1977-10-20,gb-eng,england,matt jansen,1381,f
mali,1998-06-15,ml,mali,moussa djenepo,52153,m
scotland,1996-07-13,gb-eng,england,che adams,10905,f
england,1999-07-05,gb-eng,england,nathan tella,14452,m
england,1999-02-05,gb-eng,england,daniel n'lundulu,15019,f
ireland,2000-07-06,ie,ireland,michael obafemi,21532,f
france,1999-03-08,fr,france,ibrahima diallo,49610,m
netherlands,1998-01-02,nl,netherlands,timothy fosu-mensah,13561,d
england,2000-09-03,gb-eng,england,brandon williams,23834,d
england,1975-06-22,gb-eng,england,ben roberts,1068,g
england,1968-04-10,gb-eng,england,craig maskell,759,f
england,1971-02-25,gb-eng,england,nicky banger,539,f
england,1968-06-13,gb-eng,england,simon coleman,751,d
england,1967-12-28,gb-eng,england,phil king,498,d
england,1995-01-31,gb-eng,england,jack rose,10524,g
nigeria,1988-10-10,ng,nigeria,brown ideye,6390,f
belgium,1995-06-28,be,belgium,jason denayer,11002,d
england,1990-03-01,gb-eng,england,ben tozer,3466,d
canada,1987-05-19,us,united states,david edgar,3172,d
england,1991-05-01,gb-eng,england,ryan donaldson,3691,f
england,1991-04-11,gb-eng,england,nile ranger,3689,f
mexico,1988-06-25,mx,mexico,miguel layún,10952,d
ireland,1987-05-31,ie,ireland,rene gilmartin,10951,g
italy,1989-04-28,it,italy,gabriele angella,9931,d
england,1960-12-20,gb-eng,england,brian borrows,130,d
brazil,1963-11-17,br,brazil,isaías,1036,f
italy,1966-02-10,it,italy,andrea silenzi,1088,f
hungary,1988-05-30,hu,hungary,peter kurucz,3759,g
switzerland,1991-02-19,ch,switzerland,fabio daprelà,3963,d
wales,1979-08-08,gb-wls,wales,danny gabbidon,3009,d
portugal,1976-09-01,pt,portugal,silas,2582,m
iceland,1975-10-16,is,iceland,brynjar gunnarsson,3200,m
italy,1974-06-18,it,italy,vincenzo montella,3120,f
ireland,1999-08-06,ie,ireland,jayson molumby,15293,m
iran,1993-08-11,ir,iran,alireza jahanbakhsh,15480,f
japan,1995-01-16,jp,japan,takumi minamino,12322,f
portugal,1996-12-04,pt,portugal,diogo jota,19758,f
england,1966-06-19,gb-eng,england,david kerslake,230,d
uruguay,1979-10-09,uy,uruguay,gonzalo sorondo,2675,d
england,1979-11-21,gb-eng,england,danny butterfield,2674,d
finland,1974-09-28,fi,finland,joonas kolkka,2684,m
scotland,1974-05-25,gb-sct,scotland,dougie freedman,466,f
hungary,1976-04-01,hu,hungary,gábor király,2665,g
england,1986-07-10,gb-eng,england,tom soares,2683,m
hungary,1982-05-05,hu,hungary,sandor torghelle,2693,f
australia,1973-07-04,au,australia,tony popovic,2670,d
england,1983-01-24,gb-eng,england,dean ashton,2778,f
morocco,1977-01-13,ma,morocco,youssef safri,2774,m
denmark,1971-06-24,dk,denmark,thomas helveg,2771,m
england,1971-10-06,gb-eng,england,craig fleming,419,d
england,1978-05-17,gb-eng,england,leon mckenzie,1380,f
scotland,1973-03-09,gb-sct,scotland,gary holt,2772,m
sweden,1974-01-16,se,sweden,mattias jonson,2773,m
france,1971-05-11,gp,guadeloupe,bernard lambourde,1352,d
england,1973-05-10,gb-eng,england,gareth ainsworth,1639,m
england,1980-09-05,gb-eng,england,alton thelwell,1975,d
jamaica,1973-07-04,jm,jamaica,michael johnson,2180,d
norway,1992-06-17,no,norway,fredrik ulvestad,10435,m
czech republic,1980-10-04,cz,czech republic,tomas rosicky,3052,m
england,1966-08-26,gb-eng,england,peter butler,791,m
england,1961-03-20,gb-eng,england,trevor morley,803,f
england,1963-05-09,gb-eng,england,richard jobson,425,d
england,1965-10-04,gb-eng,england,mark brennan,427,m
england,1967-02-11,gb-eng,england,steve redmond,422,d
scotland,1972-12-30,gb-sct,scotland,paul bernard,431,m
england,1969-12-17,gb-eng,england,ian olney,436,f
scotland,1960-10-16,gb-sct,scotland,graeme sharp,432,f
scotland,1956-02-23,gb-sct,scotland,andy ritchie,434,f
england,1964-11-28,gb-eng,england,neil pointon,420,d
united states,1997-08-08,gb-eng,england,antonee robinson,14624,d
colombia,1991-07-12,co,colombia,james rodríguez,11300,m
brazil,1991-01-08,br,brazil,allan,15994,m
sweden,1990-01-08,se,sweden,robin olsen,11224,g
scotland,1972-02-09,gb-sct,scotland,darren ferguson,323,m
chile,1984-07-10,za,south africa,mark gonzález,2920,m
brazil,1981-10-01,br,brazil,julio baptista,3050,m
england,1966-11-12,gb-eng,england,andy thorn,148,f
england,1965-07-12,gb-eng,england,lee sinnott,161,m
ireland,1965-04-30,gb-eng,england,eddie mcgoldrick,156,m
england,1964-08-05,gb-eng,england,geoff thomas,165,m
south africa,1972-12-07,za,south africa,sean dundee,1577,f
sweden,1969-04-05,se,sweden,pontus kaamark,1195,d
scotland,1977-12-09,gb-sct,scotland,stuart campbell,1198,m
wales,1991-12-01,gb-wls,wales,jake taylor,4588,m
burundi,1993-10-22,bi,burundi,gaël bigirimana,4552,m
northern ireland,1991-07-12,gb-nir,northern ireland,shane ferguson,4167,d
germany,1989-03-06,de,germany,philipp wollscheid,4989,d
slovakia,1992-07-24,br,brazil,dionatan teixeira,10506,d
denmark,1968-10-06,dk,denmark,bjarne goldbæk,1536,m
france,1968-01-14,fr,france,marc keller,1636,m
england,1977-12-28,ng,nigeria,manny omoyinmi,1116,f
wales,1971-03-08,gb-eng,england,kit symons,1055,d
germany,1960-11-27,de,germany,eike immel,1053,g
japan,1989-03-17,jp,japan,shinji kagawa,4538,m
england,1991-09-12,gb-eng,england,scott wootton,4156,d
norway,1977-02-02,no,norway,martin andresen,1808,m
ireland,1981-11-22,ie,ireland,jonathan douglas,2023,m
france,1985-01-28,fr,france,arnold mvuemba,3179,m
spain,1974-03-27,es,spain,gaizka mendieta,2528,m
cameroon,1977-12-01,cm,cameroon,joseph-desire job,1952,f
france,1977-02-08,fr,france,ousmane dabo,3148,m
netherlands,1984-01-23,nl,netherlands,arjen robben,2658,m
netherlands,1981-12-28,nl,netherlands,khalid boulahrouz,3098,d
brazil,1995-03-25,br,brazil,carlos vinícius,50501,f
brazil,1976-04-25,br,brazil,gilberto,3509,d
spain,1971-09-02,es,spain,césar,3789,g
chile,1988-06-12,cl,chile,mauricio isla,5511,d
south korea,1990-02-13,kr,south korea,yun suk-young,4568,d
chile,1989-11-20,cl,chile,eduardo vargas,5696,f
china,1994-05-27,gb-eng,england,jiang guangtai,4506,d
england,1963-08-15,gb-eng,england,ian snodin,189,m
scotland,1965-08-11,gb-sct,scotland,robert fleck,119,f
norway,1972-07-30,no,norway,jon olav hjelde,1602,d
france,1975-07-25,fr,france,jean-claude darcheville,1610,f
england,1975-05-23,gb-eng,england,craig armstrong,940,d
france,1966-06-14,fr,france,thierry bonalair,1606,m
brazil,1984-01-25,br,brazil,robinho,3661,f
wales,1988-12-28,gb-wls,wales,ched evans,3441,f
croatia,1995-08-29,hr,croatia,filip krovinovic,23575,m
england,1995-10-31,gb-eng,england,darnell furlong,10491,d
england,1998-04-19,gb-eng,england,grady diangana,15199,m
england,1993-03-04,gb-eng,england,conor townsend,4864,d
brazil,1996-05-05,br,brazil,matheus pereira,11363,f
england,2000-02-06,gb-eng,england,conor gallagher,21887,m
nigeria,1993-11-09,gb-eng,england,semi ajayi,10424,d
st. kitts & nevis,1991-11-02,gb-eng,england,romaine sawyers,3752,m
ireland,1999-03-04,ie,ireland,dara o'shea,15154,d
france,1979-04-03,fr,france,zoumana camara,2473,d
senegal,1977-09-28,sn,senegal,lamine sakho,2478,f
spain,1987-03-06,es,spain,chico flores,4651,d
northern ireland,1991-11-19,gb-eng,england,ben reeves,4611,d
england,1965-05-24,gb-eng,england,mark patterson,1024,f
ireland,1966-07-14,gb-sct,scotland,owen coyle,1120,f
serbia,1972-07-18,rs,serbia,sasa ilic,1514,g
england,1970-06-09,gb-eng,england,andy hunt,1528,f
england,1965-10-14,gb-eng,england,keith jones,1640,m
england,1968-09-09,gb-eng,england,clive mendonca,1527,f
australia,1969-09-26,au,australia,andy petterson,629,g
england,1968-05-08,gb-eng,england,paul mortimer,158,m
sweden,1970-11-18,se,sweden,martin pringle,1523,f
england,2000-04-01,gb-eng,england,rhian brewster,14742,f
england,1998-05-14,gb-eng,england,aaron ramsdale,13703,g
wales,2000-09-14,gb-eng,england,ethan ampadu,19731,d
norway,1998-02-14,no,norway,sander berge,21614,m
scotland,1997-04-07,gb-sct,scotland,oliver burke,10596,m
england,1981-03-07,gb-eng,england,steve kabba,3273,f
scotland,1981-12-16,gb-sct,scotland,gareth williams,3263,m
england,1988-05-27,gb-eng,england,scott loach,3249,g
england,1984-07-13,gb-eng,england,anthony mcnamee,3261,m
portugal,1986-02-05,pt,portugal,manuel fernandes,3111,m
england,1988-07-14,gb-eng,england,james vaughan,2707,f
denmark,1978-07-22,dk,denmark,dennis rommedahl,2225,m
senegal,1977-03-12,sn,senegal,amdy faye,2547,m
morocco,1976-07-08,ma,morocco,talal el karkouri,2344,d
ghana,1984-09-27,gb-eng,england,lloyd sam,2224,m
portugal,1974-09-12,pt,portugal,nuno valente,2897,d
england,1989-10-19,gb-eng,england,mark doninger,3686,m
england,1966-01-23,gb-eng,england,jamie hoyland,477,d
norway,1969-08-08,no,norway,roger nilsen,744,d
england,1972-06-02,gb-eng,england,david tuttle,552,d
england,1971-09-14,gb-eng,england,charlie hartfield,485,m
england,1959-07-17,gb-eng,england,bobby davison,748,f
england,1965-03-21,gb-eng,england,paul rogers,479,m
england,1972-08-02,gb-eng,england,andrew scott,487,f
germany,1996-07-17,de,germany,robin koch,26220,d
brazil,1997-12-19,br,brazil,gabriel magalhães,50234,d
scotland,1997-06-05,gb-sct,scotland,kieran tierney,12185,d
spain,1996-08-07,es,spain,dani ceballos,7163,m
iceland,1995-02-18,is,iceland,rúnar rúnarsson,49716,g
poland,1980-06-09,pl,poland,marcin wasilewski,8970,d
argentina,1980-08-18,ar,argentina,esteban cambiasso,10462,m
wales,1994-01-13,gb-wls,wales,tom lawrence,5561,f
portugal,1991-08-08,pt,portugal,nélson oliveira,5074,f
ecuador,1989-09-01,ec,ecuador,jefferson montero,10518,m
netherlands,1988-05-27,nl,netherlands,marvin emnes,3679,f
england,1995-07-15,gb-eng,england,matt grimes,8650,m
united states,1986-04-18,us,united states,maurice edu,4638,m
scotland,1974-11-14,gb-sct,scotland,philip scott,1616,m
croatia,1975-03-20,hr,croatia,silvio maric,1596,m
scotland,1976-09-07,gb-sct,scotland,garry brady,779,m
england,1970-09-10,gb-eng,england,craig middleton,623,f
england,1964-10-24,gb-eng,england,peter billing,621,d
portugal,1974-02-16,pt,portugal,josé dominguez,1468,f
england,1965-03-06,gb-eng,england,brian gayle,476,d
england,1965-07-21,gb-eng,england,paul beesley,471,d
england,1967-12-09,gb-eng,england,simon tracey,468,g
scotland,1962-11-26,gb-sct,scotland,ian bryson,473,d
england,1966-12-18,gb-eng,england,john gannon,481,m
england,1964-05-08,gb-eng,england,gary crosby,410,m
iceland,1966-08-02,is,iceland,thorvaldu örlygsson,402,m
england,1970-04-13,gb-eng,england,gary charles,396,d
england,1996-04-14,gb-eng,england,aaron mitchell,10493,m
ireland,1996-11-12,ie,ireland,reece grego-cox,10494,m
england,1992-11-20,gb-eng,england,michael doughty,4378,m
denmark,1963-05-21,dk,denmark,torben piechnik,257,d
england,1967-04-23,gb-eng,england,fraser digby,635,g
scotland,1959-11-22,gb-sct,scotland,frank mcavennie,58,m
slovakia,1969-03-09,sk,slovakia,vladimir kinder,1221,d
england,1971-04-09,gb-eng,england,chris freestone,1078,f
spain,1984-01-13,es,spain,kepa,3282,f
england,1973-07-09,gb-eng,england,jimmy walker,3002,g
england,1979-03-27,gb-eng,england,hayden mullins,1379,m
portugal,1983-01-15,pt,portugal,hugo viana,2325,m
ireland,1978-04-04,ie,ireland,alan mahon,2022,m
germany,1972-09-08,de,germany,markus babbel,1920,d
england,1968-02-18,gb-eng,england,paul holmes,182,d
wales,1974-04-23,gb-eng,england,simon davies,333,m
italy,1989-02-13,br,brazil,rodrigo possebon,3449,m
england,1994-09-04,gb-eng,england,jonny maddison,8460,g
denmark,1983-04-23,dk,denmark,leon andreasen,3397,m
sweden,1984-02-28,se,sweden,fredrik stoor,3612,d
england,1995-12-01,gb-eng,england,james wilson,5562,f
belgium,1992-01-13,be,belgium,marnick vermijl,4332,d
england,1994-04-02,gb-eng,england,tyler blackett,7934,d
england,1992-09-09,gb-eng,england,ezekiel fryers,4335,d
germany,1984-08-01,de,germany,bastian schweinsteiger,5271,m
england,1987-10-17,gb-eng,england,george friend,4003,d
uruguay,1986-10-12,uy,uruguay,cristhian stuani,13573,f
grenada,1980-04-22,gd,grenada,delroy facey,2211,f
chile,1975-02-08,cl,chile,clarence acuna,1956,m
england,1976-11-19,gb-eng,england,wayne quinn,1954,d
scotland,1976-05-23,gb-sct,scotland,stephen glass,1593,m
netherlands,1973-02-25,nl,netherlands,gerard wiekens,1936,m
australia,1973-05-22,au,australia,danny tiatto,1935,m
bermuda,1970-02-25,bm,bermuda,shaun goater,1938,f
france,1973-05-08,fr,france,laurent charvet,1351,d
northern ireland,1979-01-28,gb-nir,northern ireland,jeff whitley,1059,m
netherlands,1977-07-20,cd,dr congo,kiki musampa,2731,m
england,1985-03-12,gb-eng,england,bradley wright-phillips,2733,f
england,1980-10-03,gb-eng,england,michael proctor,1769,f
scotland,1977-09-16,gb-sct,scotland,stuart wilson,1200,m
netherlands,1981-10-10,gh,ghana,mustapha riga,3584,f
poland,1981-01-09,pl,poland,ebi smolarek,3582,m
ecuador,1988-09-05,ec,ecuador,felipe caicedo,3440,f
poland,1996-09-23,pl,poland,mateusz hewelt,14619,g
england,1997-12-20,gb-eng,england,harry lewis,14982,g
france,1994-03-09,fr,france,jordan amavi,13124,d
czech republic,1989-05-30,cz,czech republic,libor kozák,4724,f
